par_id,community,text,label
1987,poor-families,"I find it ironic to believe that in a well developed country like the U.K child benefits is offered to every child plus free education , school trips . Ghana on the other hand , an under developed country has no child benefits system for its children , or housing benefit and I write some children to date are being educated under the trees in this 21st century Ghana . For example , the child benefit was introduced in Britain in 1798 and later stopped but reintroduced in 1909 . How could our system help poor families to help with Ghana economy ? What is stopping Ghana in addressing poverty within families and emulating this forward thinking attributes of British in eradicate child poverty . This approach from make a difference and give children and families a better chance in life .",1
8553,refugee,"According to data from the UN Refugee Agency ( UNHCR ) , the crisis in the Mediterranean alone has seen the arrival of over 750,000 refugees and migrants in 2015. 85% of these arrivals come from the world 's top 10 refugee-producing countries .",1
3618,disabled,""""""" Our budgets are not friendly towards disabled people . It does not allocate funds these helpless people need . The finance minister is himself a retard . """"""",1
4108,women,""""""" We 're women that are concerned with the way that women in the world are treated and the way that women behave themselves sometimes . And for me personally , part of my burlesque journey is using burlesque as a form to educate women and as a means for their own sexual expression . """"""",1
8758,vulnerable,"In this interview with Samuel Oladimeji , MD/ CEO Fortis Mobile Money Limited , talks about his company , how it has helped the federal government achieve its aim of ameliorating the sufferings of the poor and the vulnerable and more . He spoke with Medinat Kanabe .",1
9823,in-need,"Apparently in Dr. Ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . There are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",1
7332,refugee,UN app lets you know what life as a refugee is like,1
9081,hopeless,""""""" She was in a vulnerable , helpless , hopeless situation when the two men entered her home .""",1
9506,refugee,"SINCE opening its doors to Syrians fleeing war , Sweden has welcomed record numbers of refugees and a small but growing group are taking fast-tracks to jobs , bucking unemployment trends .",1
406,immigrant,"The vast southern borders of Libya are used as a crossing point for illegal immigrants desperate to reach Europe , due to poor security conditions in the region .",1
6687,immigrant,""""""" There is no one who can tell immigrants they ca n't achieve a success that is rightfully theirs . Even if the goal is n't to get a degree , any other success for immigrants in this country is deserved and waiting for them to be grasped , """" says Jacqueline . """" All it takes is patience and the will to fight and move forward . No doubt in my mind any immigrant has that . """"""",1
2874,hopeless,"The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection . TLF seeks to restore hope to the hopeless , give home to the homeless , comfort to the afflicted and support to the destitute and needy children through its missions .",1
7917,poor-families,"We can not talk about poverty in this nation without coming to grips with how utterly broken our housing system is for America 's poor . More than 50 percent of poor families in the U.S. spend at least half their income on housing . Of the families who qualify for housing assistance , only 1 on 4 receives it . Is it any wonder , then , that they struggle to keep roofs over their heads or food on their tables -- let alone find a path to the middle class ?",1
2316,refugee,"A refugee is that boy . A refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .",1
3268,homeless,"Lilia Caberio is from Sulangan , in the Philippines . In 2013 , her house was destroyed by the 170 mile per hour winds and 6-metre high storm surge during Typhoon Haiyan , and for a while she lived with her family in a tent erected where her home used to be . The typhoon was frightening enough for Lilia , but homelessness must have felt even more so . Until Elizabeth came along .",1
5114,hopeless,Theirs are tears of emotion for lives lost . Tears of anger for being uprooted from their homes . Tears of hopelessness borne out of the knowledge that there is little they can do . They are tears nudging them to revenge .,1
2382,homeless,"Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .",1
6395,refugee,A kind-hearted woman has rescued a 11-year-old girl fleeing from her home in the Sri Lankan refugee camp near Madurai and re-united her with her family with the help of police in Tiruchi .,1
6113,homeless,"Jordan Bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by Christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . He said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless Jamaicans and those in need and how it continues to blossom and impact the lives of others .",1
6313,in-need,"As a person , Ransilu Jayathilake is a kind-hearted individual with the willingness to help anyone in need of his assistance . With the world championships ahead , he still has quite a long way to go at the international stage . His ability to believe and never give up differentiates him from many other world class athletes . Jayathilake himself resembles Sri Lankan power-lifting as a whole . Currently , he only needs encouragement and support from his fellow countrymen as he prepares to take on the world .",1
3857,disabled,Six other nominated senators will be nominated to represent the youth and the disabled .,1
5273,vulnerable,"The developed countries have a duty to ease the burden on less developed host countries by taking some of the most vulnerable refugees for resettlement . UNHCR has over time urged developed nations to help share the burden by increasing the number of resettlement places they can offer , with little or no success .",1
1620,homeless,Shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on South Beach where she and her husband Jonathan Shumugum regularly fed them .,1
6389,homeless,"As part of the challenge , King joined up with two other families to help the homeless on Thanksgiving Day . She took her three children downtown this afternoon to give a blanket , coat and a home-cooked meal to homeless families they ran into . She also included a bracelet and card .",1
3298,homeless,""""""" After seeing so many children orphaned and homeless , we decided to introduce this facility without having any donor , but later , we got a sponsor from Australia , who built a dormitory for the children , """" she said .""",1
5734,hopeless,"18 . It is the supreme task of this generation to give hope to the hopeless , strength to the weak and protection to the defenceless .",1
2871,in-need,"NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .",1
10254,poor-families,"The Archdioceses of Cebu and Vancouver in Canada hosted the ' Table of Hope ' banquet on Saturday ( January 23 ) , where poor families were also given bags containing canned sardines , one kilo of rice , and a bottle of water .",1
6055,refugee,This all seems very theoretical but in short it lies at the very heart of the current discussion about migration and refugees across Europe . If people cannotearn enough to live a decent life in their own country then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than is possible in their own home .,1
9584,hopeless,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",1
4527,in-need,"For now the families are staying with friends and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1
6707,homeless,""""""" I appreciate Mayor Nutter affording me the opportunity to lead the work of the Office of Health and Opportunity , """" said Kretsge . """" Over the last six years , staff in these departments has improved the health of Philadelphians and child safety and offered a life off the street for hundreds of formerly homeless individuals . I have worked closely with our departments on this work and I look forward to continuing these efforts in my new role . """"""",1
9928,in-need,"In the city of Hyderabad , ' Walls of Kindness ' appeared over the weekend . A joint effort of the Greater Hyderabad Municipal Corporation ( GHMC ) and the citizens of the Rajendranagar area , the ' Walls ' encourage people to leave books , clothes , footwear and other old things for people in need .",1
7110,in-need,""""""" For example , we also extended help to the people of Yong Peng , which is under the opposition , because it is our responsibility to help those who are in need , """" he added .""",1
6534,in-need,"The actor , who will be seen later this month in Avengers : Infinity War , found himself called upon to make the day of a young fan in need . On Wednesday , he hung out with Jacob Monday , who is a 16-year-old from upstate New York who has terminal cancer . The teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
6448,disabled,"According to details , Prime Minister Nawaz Sharif accorded formal approval of the Rs 105.01 million as compensation including Rs 39 million meant for 39 martyrs , 25.6 million for 129 seriously injured/disabled persons , Rs 36.5 million for 73 partially and Rs 4 million will be given for four completely damaged houses by Indian shelling , AJK government spokesperson/DG ISPR Raja Azhar Iqbal told Agency here on Thursday late night .",1
1551,migrant,"This group of global leaders will provide their insights in the current plight of migrants and refugees , and their vision for addressing this humanitarian challenge over the next decade .",1
3554,in-need,"Family law aid cut will hit those most in need , says Bar Council <h> ' We have a duty to ensure that access to justice is delivered to all members of society '",1
9961,vulnerable,""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",1
9843,vulnerable,"The Christchurch City Mission : Our blithesome city missioner Michael Gorman is unfaltering in his ambition to help vulnerable people in our community . His vision for a modern facility for people in need was realised this year and , with architect Alun Wilkie , Gorman has created a special and inspirational space where people can get respite from , at times , very bleak lives .",1
9689,poor-families,""""""" We hope that the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up .""",1
845,vulnerable,"In her tweet , Reham highlighted how a ' real leader ' should protect the vulnerable communities .",1
9458,hopeless,"He noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .",1
7720,disabled,"In this photograph taken on December 6 , 2010 Abdul Sattar Edhi , head of Pakistani 's Edhi foundation holds a disabled orphan at the orphanage of the charity in Karachi . PHOTO : AFP",1
6811,in-need,"While many Muslims can count on their blessings , they should not forget the fate of those who are poor and in need of help .",1
8268,homeless,"Ramirez was only 13 when he was first introduced to the sport and honed his skills at the Tuloy Foundation in Muntinlupa , a haven built through the efforts of Fr . Rocky Evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .",1
7670,poor-families,"Every time Dr Khan visits his parents in the nearby town of Jhelum , a queue of patients forms outside the house to seek his help , many of them poor families with desperately ill children .",1
6910,refugee,"World Refugee Day is marked on June 20 every year , the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced .",1
9923,hopeless,"The first point worth mentioning is low levels of living , characterized by low incomes , inequality , poor health and inadequate education . In developing countries , the levels of living tend to be very low for the vast majority of people . These low levels of living are manifested quantitatively and qualitatively in the form of low life and work expectancies , high infant mortality rate and in many cases a general sense of malaise and hopelessness .",1
5975,disabled,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
10105,migrant,"""When she delivered her Nobel lecture , two decades after being awarded the prize , she mentioned the """" great sufferings """" addressed in Buddhist theology and dwelt on two she had come to know intimately : """" To be parted from those one loves and to be forced to live in propinquity with those one does not love . """" She continued : """" I thought of prisoners and refugees , of migrant workers and victims of human trafficking , of that great mass of the uprooted of the Earth who have been torn away from their homes , parted from families and friends , forced to live out their lives among strangers who are not always welcoming . """"""",1
6211,women,""""""" I think another main theme is the power of human resilience and bounding back from the ashes of ruin , and being willing as a really young person to speak out and to try and get justice . The bravery of these young women has just been astounding to us. """"""",1
8206,immigrant,"In an unmarked brick building , a few blocks from the Mexican border , immigrant parents clutched folders of birth certificates and asylum paperwork and sat on folding chairs , waiting to use a single , shared landline phone .",1
471,disabled,He praised the government to enact several laws in favour of the disables but at the same time he criticised them saying only enacting laws and policies could not help the disabled to be independent .,1
287,women,"DERA MURAD JAMALI : Slamming the customs and traditions usurping the rights of women , speakers at a seminar demanded on Tuesday that the government should ensure giving them their rights .",1
3971,homeless,But the goal is n't only to get the reality of homelessness onto social media .,1
10454,vulnerable,""""""" We are challenged , I suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said Mr Higgins , thanking those who work to support the vulnerable .""",1
228,vulnerable,If these problems are not tackled there is every chance that another reporter will be back in another 20 years wondering how it is possible that vulnerable children are still being cursed with hunger and a horribly early death .,1
5692,homeless,"IT 'S a busy Tuesday evening , and like Jesus issuing out fish and loaves to the multitude , Donette Prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on King Street in downtown Kingston .",1
7002,refugee,"The camp holds more than 48,000 refugees . Rwanda 's government recently provided more land to double the space available for them . <h> Nobel winner Malala visits girls at camp of Burundi refugees",1
266,in-need,""""""" As Briggs &amp; Stratton celebrates its 110th anniversary year , what better way to reaffirm our commitment to the Milwaukee community than by providing $1 million to kids in need of pediatric care , """" said Rick Carpenter , vice president corporate marketing . """" We are lucky to have one of the nation 's top pediatric hospitals right here within our community and Briggs &amp; Stratton firmly stands behind its commitment to extend its support into the future . """"""",1
1266,hopeless,"""This discarded corpse , latterly a boy who had been taught to sing about being """" a bundle of potentiality """" , she says , was erratic in school attendance and behaviour , most often hungry and unkempt and demonstrably lacking in affirmation and attention at home , foisted on teachers , who , obsessed with curriculum , hopefully willing but hopelessly ill-equipped to save him from his ( and our ) final resting place .""",1
4239,hopeless,"Saint Teresa spent her life emptying the Indian streets of the maimed , the needy , the indigent , the dying . Nawaz Sharif has spent his current prime ministerial term filling Pakistan 's streets with his opponents -- the politically disadvantaged , those hungry for power , and terminal cases who slip in and out of a coma of hopeless irrelevance . They exhort their followers to crowd every footpath , every road , every highway between Islamabad and Lahore , to agitate for his resignation/removal .",1
9663,homeless,"Back to the commercial , the artists mentioned above request the audience to donate for homeless children , senior citizens and above all for Edhi , who was always willing to lend a hand to anyone who needed it .",1
7568,homeless,"Today , homeless women are still searching for the same thing . A place to sleep and be safe .",1
8495,poor-families,"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",1
5168,poor-families,"They earn an average of Rs 12,000 per month -- they 're not ' highly paid ' by any standards . But the employees of Ashwini Hospital in Kerala 's Thrissur have hearts much larger than their paychecks . The employees ' association of the hospital has started an initiative called ' Zest of Life ' , through which they have built of a house for a tribal family , funded dialysis for scores of patients , and are even providing groceries to poor families every month .",1
9846,homeless,News <h> From homeless to hopeful <h> Portland 's indigent get a roof over their heads,1
5770,disabled,""""""" Present government is dedicated in solving the problems of disabled soldiers . But , misusing the freedom prevailing under the present government is a matter of concern , """" the State Minister said .""",1
3055,poor-families,DMK working president M K Stalin on Sunday condemned the proposal of the Centre to conduct NEET online through the National Testing Agency . The move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education .,1
9026,refugee,World governments gathered at the United Nations adopted a political declaration that calls for upholding the dignity of refugees . <h> ADVERTISEMENT,1
3598,in-need,"For her unwavering commitment to aiding those most in need , Mother Teresa stands out as one of the greatest humanitarians of the 20th century . She combined profound empathy and a fervent commitment to her cause with incredible organizational and managerial skills that allowed her to develop a vast and effective international organization of missionaries to help impoverished citizens all across the globe .",1
3541,in-need,"For many patients in need of organ transplants , life is a waiting game waiting for the call that will change their lives and possibly give them a better and longer lifespan .",1
3233,hopeless,"A few kilometres past Eldoret , we drove past hundreds , perhaps thousands , of unwashed , hungry and disheveled refugees milling aimlessly around a small shopping centre , hopelessness and fear etched on their faces . They were running away from death ; running off to nowhere .",1
3767,poor-families,"During the interaction , members from different Self Help Groups shared their experiences of positive change in enhancing their livelihoods and confidence they have attained by associating themselves with the SHGs of UMEED . The Minister appreciated the women for changing their fate and ensured that more blocks shall be brought under the programme on fast-track basis and anticipated a big turnaround in the lives of poor families of the block .",1
2879,vulnerable,You are not a country when you comfortably watch starvation waste your most vulnerable and innocent citizens . You are not a country when allow the people that fled the instant butchery of terrorists and ran into your arms die of hunger and thirst in dozens . You are not a country when you collect the weak and the poor and abandon them to ' mercy killing ' food denial !,1
5982,in-need,"Talking to the media after reaching Islamabad on a three-day visit , Mollekleiv appreciated the exemplary cooperation between the NRC and the Pakistan Red Crescent Society ( PRCS ) and hoped that it will further strengthen to provide maximum relief to people in need .",1
83,homeless,"The demographics of Pakistan and India are very similar . Poverty is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1
5427,homeless,"On hunger , homelessness , disease : This is the lot of the poor and unwashed . Accepted na ( they 're expendable ) .",1
5690,poor-families,"This is why I believe children from poor families must be supported . After all , the students are 100 percent correct -- education is the only tool that will take them out of the curse of poverty .",1
4313,homeless,"As a little girl , I would cry walking down the streets of Toronto because I did n't know how to help the homeless people . I began to feel like that little girl again , heartsick over people 's hardships . But there was one major difference : no longer did I feel that all was hopeless .",1
5431,homeless,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1
7828,poor-families,"""During a meeting with PEEF scholars on Wednesday , he said that talented and hardworking students showing good performance in educational field were pride of the nation . """" It is a fact that the dream of progress and prosperity can not be realized without equipping the new generation with modern knowledge . While children of the elite can get admission in prestigious educational institutions anywhere in the world , brilliant children of poor families who have a thirst for knowledge should also have opportunities of quality education , """" he CM assured .""",1
1899,women,"The Kalpana Chakma case demonstrates how subjugating a people is achieved by attacks on women and how those guilty of it are allowed to get away scot-free . This woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
5149,vulnerable,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",1
7104,in-need,"When you see others in need , support them .",1
2166,poor-families,"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to health care ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .",1
606,vulnerable,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
6347,hopeless,"It was gathered that most of them are dying of misery and hopelessness , having retired from active service.The upper chamber , therefore , directed its Committee on Judiciary , Human Rights and Legal Matters to review the laws impeding the harmonisation of the processes and prompt payment of retirement benefits of all judicial officers in the country .",1
7339,homeless,"""Teach kids to give back : When Kang runs summer camps with kids , she includes """" Contribution Fridays """" -- the kids work together as a team to make sandwiches for the homeless and dole out the food in shelters .""",1
6951,in-need,New start-up The Monthly Cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them delivered to their doorstep . Every purchase will see a box of tampons donated to a women in need .,1
6987,in-need,"""He said he had told his officers to """" befriend """" those in need and wanted to modernise his force as crime moved from the public sphere , such as the streets , to the private sphere , in the home and via the internet .""",1
9309,refugee,""""""" Another recent accomplishment is the return in an orderly , dignified and safe manner of 34,052 Burundian refugees from Mtabila camp , allowing for its closure , """" she said .""",1
4330,disabled,"Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",1
1194,women,"There is fear and desperation in their empty eyes . They have no livelihood and no work and their growing children receive no education . Their daughters do not have much hope of finding suitable matches and they are not certain where the next meal would come from . Many women and children live in Gurdwar , Sikh place of worship relying on free kitchen",1
10102,disabled,"After being hit by a burst of pellets in his face , twenty-year-old Omar Altaf of Islamabad from South Kashmir is disabled forever . He has lost the vision in his left eye while his right eye has faint sight . His blaring eyes are witness to the mayhem he saw on roads when Indian forces fired pellets .",1
179,women,"Jenny Neal , regional director of the Grandmothers Advocacy Network for Saskatchewan and Manitoba , displays her orange scarf at the sculpture Prairie Wind at River Landing , Thursday , November 24 , 2016 , to promote 16 days of orange to raise awareness about violence against women.Greg Pender / The StarPhoenix",1
2183,disabled,""""""" When I was born , this was a nightmare town for disabled children """" , he said to me then .""",1
4997,homeless,"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .",1
882,poor-families,"""QUETTA : Pakistan Tehreek-e-Insaf ( PTI ) Balochistan President Yar Muhammad Rind has said that PTI will be victorious on July 25 . """" After the victory , education and health sectors will be given proper attention as we shall hand over pens to the children of poor families , """" said the PTI provincial president while addressing a corner meeting in Naseerabad on Monday .""",1
6360,homeless,Muslim YouTuber gives Christmas presents out to homeless people,1
1526,in-need,Bernie is asking other boutique owners to follow her lead and offer up dresses to those in need .,1
6332,disabled,""""""" We just could n't believe it was such a circus , """" Derewianchuk said of a previous zoning hearing last month . """" Who said just because you 're disabled you have to live in a dive ? Why ca n't they live in a nice home ?""",1
10424,women,""""""" I do n't believe in abortion , I think it is wicked . I would tell women to have their child and God will provide , """" said Julene .""",1
4359,refugee,""""""" She was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in Jamaica , """" Cochetel said .""",1
3138,refugee,"The spirit the Rwandese have shown to accommodate the people , almost a tribe in their tiny country with approximately 19 million people with meager resources just like any other third world country , without planning to ditch them in refugee camps , but offer them to live just like any other citizen should actually be emulated in the human race .",1
382,in-need,"""Dr. Lester Keith , doctor and professor of business administration , and others are checking with local transportation groups to see if they can bring those in need of a meal to the college for the 4 p.m. dinner . """" We will also be contacting local soup kitchens as a pickup location and will work with them to transport any leftovers to them so there is no wasted food , """" Dr. Keith said .""",1
7790,in-need,"""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1
6967,vulnerable,"""De Guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : """" Non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """"""",1
4090,women,""""""" Our team is elated to have been able to offer these two women comfort , a new perspective on life and a house . We are now working towards helping 100 more persons with housing from funds we will raise in our upcoming 5K Run/Walk event on May 13 , """" Mair said .""",1
993,homeless,"People across Australia ordered pizzas to be delivered on Saturday night , with the ample leftovers donated to local homeless shelters .",1
1420,homeless,""""""" Every year I try to get somebody to help me to give some food to some homeless people , """" he continued .""",1
8559,disabled,"Thankfully , while Krishna Tulasi ca n't entirely escape from the trope of disabled persons with hearts of gold , it manages to do better than many previous films with disabled protagonists .",1
8240,refugee,"What is the basis for the conflict in our nation ? Are we to end up like some of our neighboring countries forever at war , displaced with stagnant economies , tremendous psychological trauma , malnutrition , and rising death tolls ? Have you seen how our fellow African refugees are treated ?",1
1443,homeless,"The photo of a Hyderabad traffic policeman feeding an elderly homeless woman has gone viral , earning him accolades from social media users and from the Home Minister of the state .",1
8600,in-need,B.C. housing minister Selina Robinson said that the project represents hope for many women and families in need .,1
8053,poor-families,"Not only will a lot of poor families have less money to put toward housing -- after , say , being kicked off AHCCCS and having to foot their own medical bills -- but there 's concern about cuts to the low-income housing tax credit , which is currently one of the biggest incentives states have to get developers to build the affordable housing they so desperately need .",1
2053,homeless,"""The Phone Booth and Minority Report actor is a patron of the Irish Homeless Street Leagues - in his own words """" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives """" - so his views on the issue of homelessness are just as valid as any expert or politician .""",1
5092,in-need,""""""" Because our democracies are inclusive , we are able to welcome people , and refugees in need to our country 's and nowhere have we seen that compassion more evident than here in Greece , """" he said after visiting the Acropolis hill in Athens .""",1
7217,in-need,""""""" That 's huge , that 's humbling , """" Whitehead said with a pause . """" Just for him to use those words , and I believe in just being a good person . Right is right , and wrong is wrong . I saw someone in need . """"""",1
600,poor-families,He also gave out food to poor families selected by the local social development office .,1
6027,homeless,"As a member of Care of Hope , Barnett provides food for the street people catered to by the foundation on a regular basis . She , however , does n't mind having to cook to feed the homeless and the needy she said , because this is basically something that is already up her alley .",1
5914,immigrant,"But the concept is that Rwanda 's remorse , humane , policy and culture of helping the immigrants/slaves to be , thousands of miles away in the continent should make EAC feel that the 30,000 people ( creation of God ) is the bloc 's baby now to nurture , educate , cloth and house just like any other citizen in the community .",1
5806,poor-families,"Speaking to Africa Review , he also pointed out that majority of these children come from very poor families with no permanent level of income since most of their parents are casual labourers who earn peanuts .",1
4679,poor-families,"The brother Trudel knew how to manipulate his victims . These children who came from poor families , destitute and often violent wanted only to be loved . Trudel took the opportunity to spoil them by offering them alcohol and cigarettes , even if they did not have the legal age .",1
2662,disabled,""""""" We are encouraging all investors seeking to start projects in Lamu to consider women and the disabled because at the end of the day , we are seeking to have an all-inclusive society , """" said Mrs Obbo.""",1
9084,poor-families,""""""" Everyone makes a mistake , no one 's perfect . Execution is very bad , no one likes it . We feel very sorry for these poor , poor families .""",1
2929,disabled,A little bit of funding opened up a world of fun for disabled children at Mabel Pritchard School in Oxford,1
1354,poor-families,"She was right : Food stamps ca n't be used to buy diapers . Mothers can not get diapers from a major federal source of support for poor families , the Women Infants and Children Program , either . There was nowhere for Angie to turn . The impracticality of cloth diapers became obvious : She did n't have a washer , and her local laundry would n't allow her to wash diapers in their machines .",1
