par_id,community,text,label
5430,homeless,"It is the government 's duty to ensure homeless people are well taken care of , especially as the weather in Hong Kong has been quite cold these days , a non-governmental human rights advocacy group said ....",1
6715,homeless,"""The creation of a library is an ideal reference to serve the company,"" said Bipin Rai de Dusib. He also assured government assistance in the future for such initiatives. According to Amod Kanth, founder and secretary general, Prayas Jac Society, said that the library will instill a feeling of confidence in the homeless and will help change their perspective towards life. """"",1
589,in-need,"""Commenting on recognition, Ahmed said that the director general of Al Ibrahim & Amp; the director of corporate services noted:"" ""Blood donation helps health establishments to provide safe blood units for those who need an urgent blood transfer. We are honored to receive recognition by the Ministry of Health represented by the Ministry of Blood Banks. The appreciation of the Blood will motivate us to do more blood. The health and well-being of those who need it most.",1
5639,homeless,His wife and children felt the need to help the poor and continue the tradition of their father and collectively formed a trust in their father 's name called The J. M. M. Raji Trust . As a pilot project they built a housing scheme called The Village of Hope and distributed houses for the homeless from Beruwela and neighbouring Dharga Town .,1
1987,poor-families,"I find it ironic to believe that in a well-developed country like the services of children in the United Kingdom is offered to each child more free education, school trips. Ghana, on the other hand,, an underdeveloped country does not have a system of benefits for its children, or social benefits and I write certain children to date which are educated under the trees of this 21st century Ghana. For example, the children's service was introduced in Great Britain in 1798 and then stopped but reintroduced in 1909. How could our system help poor families with the economy of Ghana? What prevents Ghana from tackling poverty within families and imitating these avant-garde attributes of the British in the eradication of children's poverty. This approach to make the difference and give children and families a better chance in life.",1
8553,refugee,"According to data from the United Nations Refugee Agency (UNHCR), the Mediterranean crisis alone saw the arrival of more than 750,000 refugees and migrants in 2015. 85% of these arrivals come from the 10 best refugee producing countries in the world.",1
3618,disabled,""""" ""Our budgets are not friendly towards disabled people. This does not attribute the funds that these helpless people need. The Minister of Finance is himself a delay."" """"",1
4108,women,""""""" We 're women that are concerned with the way that women in the world are treated and the way that women behave themselves sometimes . And for me personally , part of my burlesque journey is using burlesque as a form to educate women and as a means for their own sexual expression . """"""",1
8758,vulnerable,"In this interview with Samuel Oladimeji , MD/ CEO Fortis Mobile Money Limited , talks about his company , how it has helped the federal government achieve its aim of ameliorating the sufferings of the poor and the vulnerable and more . He spoke with Medinat Kanabe .",1
9823,in-need,"Apparently, in the eyes of Dr Ablow, people who undergo the transgender process are broken individuals, who need to be repaired. There are no transgender people - only people combined and who need treatment to mitigate their condition.",1
7332,refugee,The application of the UN allows you to know what life looks like as a refugee,1
9081,hopeless,""""""" She was in a vulnerable , helpless , hopeless situation when the two men entered her home .""",1
9506,refugee,"SINCE opening its doors to Syrians fleeing war , Sweden has welcomed record numbers of refugees and a small but growing group are taking fast-tracks to jobs , bucking unemployment trends .",1
406,immigrant,"The vast borders of southern Libya are used as a crossing point for desperate illegal immigrants to reach Europe, due to poor safety conditions in the region.",1
6687,immigrant,""""""" There is no one who can tell immigrants they ca n't achieve a success that is rightfully theirs . Even if the goal is n't to get a degree , any other success for immigrants in this country is deserved and waiting for them to be grasped , """" says Jacqueline . """" All it takes is patience and the will to fight and move forward . No doubt in my mind any immigrant has that . """"""",1
2874,hopeless,"The project aims to save and rehabilitate women and children enslaved and mistreated by education and provide them with social support and protection. TLF seeks to restore hope to the desperate, to give the house to the homeless, to comfort the afflicted children and to support the poor and needy children through its missions.",1
7917,poor-families,"We can not talk about poverty in this nation without coming to grips with how utterly broken our housing system is for America 's poor . More than 50 percent of poor families in the U.S. spend at least half their income on housing . Of the families who qualify for housing assistance , only 1 on 4 receives it . Is it any wonder , then , that they struggle to keep roofs over their heads or food on their tables -- let alone find a path to the middle class ?",1
2316,refugee,"A refugee is that boy . A refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .",1
3268,homeless,"Lilia Cabio is from Sulagan, in the Philippines. In 2013, her house was destroyed by the winds of 170 miles per hour and the 6 -meter high wave during the Typhon Haiyan, and for a while, she lived with her family in an erected tent where her house was. The typhoon was quite frightening for Lilia, but homeless must have felt even more. Until Elizabeth arrives.",1
5114,hopeless,They are tears of emotion for lost lives. Tears of anger to be uprooted from their houses. Tears of despair are born from knowledge that there is little to do. These are tears pushing them to take revenge.,1
2382,homeless,"Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .",1
6395,refugee,A kind-hearted woman has rescued a 11-year-old girl fleeing from her home in the Sri Lankan refugee camp near Madurai and re-united her with her family with the help of police in Tiruchi .,1
6113,homeless,"Jordan Bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by Christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . He said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless Jamaicans and those in need and how it continues to blossom and impact the lives of others .",1
6313,in-need,"As a person , Ransilu Jayathilake is a kind-hearted individual with the willingness to help anyone in need of his assistance . With the world championships ahead , he still has quite a long way to go at the international stage . His ability to believe and never give up differentiates him from many other world class athletes . Jayathilake himself resembles Sri Lankan power-lifting as a whole . Currently , he only needs encouragement and support from his fellow countrymen as he prepares to take on the world .",1
3857,disabled,Six other nominated senators will be nominated to represent the youth and the disabled .,1
5273,vulnerable,"Developed countries have a duty to relieve the burden of less developed host countries by taking some of the most vulnerable refugees for resettlement. UNHCR has over time the nations developed to help share the burden by increasing the number of reinstallation places they can offer, with little or no success.",1
1620,homeless,Shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on South Beach where she and her husband Jonathan Shumugum regularly fed them .,1
6389,homeless,"As part of the challenge, King joined two other families to help the homeless on Thanksgiving Day. She took her three children to the city center this afternoon to give a blanket, a coat and a homemade meal to the homeless families they met. She also included a bracelet and a card.",1
3298,homeless,""""""" After seeing so many children orphaned and homeless , we decided to introduce this facility without having any donor , but later , we got a sponsor from Australia , who built a dormitory for the children , """" she said .""",1
5734,hopeless,"18 . It is the supreme task of this generation to give hope to the hopeless , strength to the weak and protection to the defenceless .",1
2871,in-need,"NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .",1
10254,poor-families,"The archdioceses of Cebu and Vancouver in Canada welcomed the banquet `Table of Hope 'on Saturday January 23, where poor families also received bags containing canned sardines, a kilo of rice and a bottle of water.",1
6055,refugee,"All this seems very theoretical but in short, it is at the very heart of the current discussion on migration and refugees across Europe. If people cannot reach enough to live a decent life in their own country, it is inevitable that many will try to move in places where the least well -paid use offers more hope than possible in their own house.",1
9584,hopeless,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",1
4527,in-need,"For now the families are staying with friends and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1
6707,homeless,""""" I appreciate that the mayor Nutter gives me the opportunity to direct the work of the office of health and opportunities, ""said Kretsge."" ""Over the past six years, the staff of these departments have improved the health of Philadelphians and children's safety and offered a life out of the street for hundreds of homeless people.",1
9928,in-need,"In the city of Hyderabad , ' Walls of Kindness ' appeared over the weekend . A joint effort of the Greater Hyderabad Municipal Corporation ( GHMC ) and the citizens of the Rajendranagar area , the ' Walls ' encourage people to leave books , clothes , footwear and other old things for people in need .",1
7110,in-need,""""""" For example , we also extended help to the people of Yong Peng , which is under the opposition , because it is our responsibility to help those who are in need , """" he added .""",1
6534,in-need,"The actor , who will be seen later this month in Avengers : Infinity War , found himself called upon to make the day of a young fan in need . On Wednesday , he hung out with Jacob Monday , who is a 16-year-old from upstate New York who has terminal cancer . The teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
6448,disabled,"According to details, Prime Minister Nawaz Sharif has granted official approval of RS 105.01 million as a remuneration, including 39 million rupees, intended for 39 martyrs, 25.6 million for 129 RS Gast Blesd / Disabled, Rs 36.5 million for 73 partially and Rs 4 million will be granted for four houses entirely damaged by Indian Shelling The Government / DG of Jeud late at night.",1
1551,migrant,"This group of global leaders will provide their insights in the current plight of migrants and refugees , and their vision for addressing this humanitarian challenge over the next decade .",1
3554,in-need,"The family law assistance cut will hit the most in need, explains the Council bar <h> `We have a duty to ensure that access to justice is rendered to all members of the company ''",1
9961,vulnerable,""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",1
9843,vulnerable,"The Christchurch City Mission : Our blithesome city missioner Michael Gorman is unfaltering in his ambition to help vulnerable people in our community . His vision for a modern facility for people in need was realised this year and , with architect Alun Wilkie , Gorman has created a special and inspirational space where people can get respite from , at times , very bleak lives .",1
9689,poor-families,""""""" We hope that the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up .""",1
845,vulnerable,"In her tweet , Reham highlighted how a ' real leader ' should protect the vulnerable communities .",1
9458,hopeless,"He noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .",1
7720,disabled,"In this photo taken on December 6, 2010, Abdul Sattar Edhi, head of the Edhi Pakistani Foundation, holds an orphan handicapped at the orphanage of the charitable organization in Karachi. Photo: AFP",1
6811,in-need,"Although many Muslims can count on their blessings, they should not forget the fate of those who are poor and who need help.",1
8268,homeless,"Ramirez was only 13 years old when he was presented for the first time in sport and perfected his skills at the TULOY Foundation in Mutinlupa, a paradise built through the efforts of the FR. Rocky Evangelista which offers hundreds of disadvantaged, abandoned and homeless children the opportunity to learn academics and sports in a safe and attentive environment.",1
7670,poor-families,"Every time Dr Khan visits his parents in the nearby town of Jhelum , a queue of patients forms outside the house to seek his help , many of them poor families with desperately ill children .",1
6910,refugee,"World Refugee Day is marked on June 20 every year , the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced .",1
9923,hopeless,"The first point worth mentioning is low levels of living , characterized by low incomes , inequality , poor health and inadequate education . In developing countries , the levels of living tend to be very low for the vast majority of people . These low levels of living are manifested quantitatively and qualitatively in the form of low life and work expectancies , high infant mortality rate and in many cases a general sense of malaise and hopelessness .",1
5975,disabled,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
10105,migrant,"""When she delivered her Nobel lecture , two decades after being awarded the prize , she mentioned the """" great sufferings """" addressed in Buddhist theology and dwelt on two she had come to know intimately : """" To be parted from those one loves and to be forced to live in propinquity with those one does not love . """" She continued : """" I thought of prisoners and refugees , of migrant workers and victims of human trafficking , of that great mass of the uprooted of the Earth who have been torn away from their homes , parted from families and friends , forced to live out their lives among strangers who are not always welcoming . """"""",1
6211,women,""""""" I think another main theme is the power of human resilience and bounding back from the ashes of ruin , and being willing as a really young person to speak out and to try and get justice . The bravery of these young women has just been astounding to us. """"""",1
8206,immigrant,"In an unmarked brick building, a few pâtés from the Mexican border houses, immigrant parents seized files of birth certificates and asylum paperwork and sat on folding chairs, while waiting to use a single shared fixed phone.",1
471,disabled,"He congratulated the government to adopt several laws in favor of deactivates, but at the same time, he criticized them by saying that the promulgation of laws and policies could not help the disabled to be independent.",1
287,women,"Dera Murad Jamali: Slamming The Customs and Traditions usurping the rights of women, speakers of a seminar demanded on Tuesday that the government should guarantee their donation of their rights.",1
3971,homeless,But the goal is n't only to get the reality of homelessness onto social media .,1
10454,vulnerable,""""""" We are challenged , I suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said Mr Higgins , thanking those who work to support the vulnerable .""",1
228,vulnerable,"If these problems are not resolved, there is every chance that another journalist is back in 20 years to wonder how it is possible that vulnerable children are still cursed in hunger and horribly early death.",1
5692,homeless,"It is a busy Tuesday evening, and as Jesus emitting fish and breads to the multitude, Donette Prendergast slowly distributes cooked meal boxes, cups of soup and drinks to a large homeless group at King Street post office in the city center of Kingston.",1
7002,refugee,"The camp contains more than 48,000 refugees. The government of Rwanda has recently provided more land to double the space available for them. <h> The winner of the Nobel Malala visit girls at the Burundi refugee camp",1
266,in-need,""""" ""As Briggs & Amp; Stratton celebrates its 110th anniversary year, what a better way to reaffirm our commitment to the Milwaukee community than by providing a million dollars to children in need of pediatric care,"" Rick Carpenter, Vice-President Marketing of Corporate Marketing, said. ""His commitment to extend his support for the future.",1
1266,hopeless,"""This discarded corpse , latterly a boy who had been taught to sing about being """" a bundle of potentiality """" , she says , was erratic in school attendance and behaviour , most often hungry and unkempt and demonstrably lacking in affirmation and attention at home , foisted on teachers , who , obsessed with curriculum , hopefully willing but hopelessly ill-equipped to save him from his ( and our ) final resting place .""",1
4239,hopeless,"Saint Teresa spent his life emptying the Indian streets of the mutilated, the needy, the destitute, the dying. Nawaz Sharif has spent his current mandate to the Prime Minister to fill the streets of Pakistan with his opponents - politically disadvantaged, those who are hungry for power and the terminal cases that slip into and outside of a hopeless non -detained coma. They urge their supporters to hurry each path, each route, each highway between Islamabad and Lahore, to agitate for its resignation / referral.",1
9663,homeless,"Back to advertising, the artists mentioned above ask the public to donate for homeless children, the elderly and especially for Edhi, who was always willing to lend a hand to all those who needed it.",1
7568,homeless,"Today , homeless women are still searching for the same thing . A place to sleep and be safe .",1
8495,poor-families,"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",1
5168,poor-families,"They earn an average of Rs 12,000 per month - they are ""not very paid"" according to standards. But employees at Ashwini Hospital from Kerala in Kerala have much larger hearts than their pay checks. The Hospital employees association launched an initiative called ""Zest of Life"", through which they built a house for a tribal family, funded dialysis for dozens of patients and even provide grocery products to poor families each month.",1
9846,homeless,News <h> of the homeless to the Hope <h> The destitute of Portland get a roof over their heads,1
5770,disabled,""""""" Present government is dedicated in solving the problems of disabled soldiers . But , misusing the freedom prevailing under the present government is a matter of concern , """" the State Minister said .""",1
3055,poor-families,"On Sunday, the president of the DMK working, M K Stalin, condemned the Center's proposal to lead Neet online via the National Testing Agency. This decision is an attempt to destroy the dreams of students from poor urban families and those of rural areas aspiring to medical training.",1
9026,refugee,The global governments gathered to the United Nations have adopted a political declaration which calls for the dignity of refugees. <h> Advertising,1
3598,in-need,"For her unshakable commitment to help those who need it most, Mother Teresa stands out as one of the greatest humanitarian workers of the 20th century. She combined deep empathy and a fervent commitment to her cause with incredible organizational and managerial skills that have enabled her to develop a vast and effective international missionary organization to help poor citizens around the world.",1
3541,in-need,"For many patients who need organ transplants, life is a pending game pending the call that will change their lives and eventually give them a better and longer lifespan.",1
3233,hopeless,"A few kilometers beyond Eldoret, we have exceeded hundreds, perhaps thousands, unwashed, hungry and ruffled refugees who settle unexpectedly around a small shopping center, despair and fear engraved on their faces. They fled death; Entrance towards nowhere.",1
3767,poor-families,"During the interaction, the members of different self-aide groups shared their experiences of positive change in improving their livelihoods and their confidence they have reached by associating with UMEED SHGs. The minister appreciated women for changing their fate and made sure that more blocks were subject to acceleration and provided for a great turnaround in the life of poor families in the block.",1
2879,vulnerable,"You are not a country where you comfortably watch famine waste your most vulnerable and innocent citizens. You are not a country when you allow people who have fled the instant butcher's shop of terrorists and I have run in your arms die of hunger and thirst in dozens. You are not a country when you collect the weak and the poor and abandon them in the denial of food ""killing mercy""!",1
5982,in-need,"Speaking to the media after reaching Islamabad during a three -day visit, Mollekleiv appreciated exemplary cooperation between the CNRC and Pakistan Red Crescent Society (PRC) and hoped that it will further strengthen to provide maximum relief to people in need.",1
83,homeless,"The demographics of Pakistan and India are very similar . Poverty is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1
5427,homeless,"On hunger, homelessness, illness: it is the fate of the poor and non-laveity. Accepted Na (they are consumable).",1
5690,poor-families,"This is why I believe that children of poor families must be supported. After all, students are 100% correct - education is the only tool that will remove them from the curse of poverty.",1
4313,homeless,"As a little girl, I was crying while walking in the streets of Toronto because I did not know how to help the homeless. I started to feel like this little girl again, my heart above people's difficulties. But there was a major difference: I only felt everything was desperate.",1
5431,homeless,"In the midst of all these alignments and repositioning, the mass of Nigerians remained poor, unhealthy, without instruction, unemployed, homeless, hungry, destitute and abandoned. But in the first suspicion of problems, those who have direct access to state resources and those who want direct access will play the ethnic, religious or gender card to achieve the desired result.",1
7828,poor-families,"""During a meeting with PEEF scholars on Wednesday , he said that talented and hardworking students showing good performance in educational field were pride of the nation . """" It is a fact that the dream of progress and prosperity can not be realized without equipping the new generation with modern knowledge . While children of the elite can get admission in prestigious educational institutions anywhere in the world , brilliant children of poor families who have a thirst for knowledge should also have opportunities of quality education , """" he CM assured .""",1
1899,women,"The Kalpana Chakma case demonstrates how subjugating a people is achieved by attacks on women and how those guilty of it are allowed to get away scot-free . This woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
5149,vulnerable,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",1
7104,in-need,"When you see others in need , support them .",1
2166,poor-families,"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to health care ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .",1
606,vulnerable,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
6347,hopeless,"It was gathered that most of them are dying of misery and hopelessness , having retired from active service.The upper chamber , therefore , directed its Committee on Judiciary , Human Rights and Legal Matters to review the laws impeding the harmonisation of the processes and prompt payment of retirement benefits of all judicial officers in the country .",1
7339,homeless,"""Teach kids to give back : When Kang runs summer camps with kids , she includes """" Contribution Fridays """" -- the kids work together as a team to make sandwiches for the homeless and dole out the food in shelters .""",1
6951,in-need,New start-up The Monthly Cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them delivered to their doorstep . Every purchase will see a box of tampons donated to a women in need .,1
6987,in-need,"""He said that he had told his officers to"" bind """" those who needed it and wanted to modernize his strength when crime was moving from the public sphere, like the streets, the private, at home and via the Internet. """,1
9309,refugee,""""" ""Another recent achievement is the return in an orderly, worthy and safe way of 34,052 Burundian refugees from the Mtabila camp, allowing its closure,"" she said. """"",1
4330,disabled,"Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",1
1194,women,"There is fear and desperation in their empty eyes . They have no livelihood and no work and their growing children receive no education . Their daughters do not have much hope of finding suitable matches and they are not certain where the next meal would come from . Many women and children live in Gurdwar , Sikh place of worship relying on free kitchen",1
10102,disabled,"After being struck by an explosion of pellets on his face, Omar Altaf, twenty years old, of Islamabad, of the South Kashmir, is disabled forever. He lost the vision in his left eye while his right eye has low -view. His bright eyes witness the chaos he saw on the roads when Indian forces have pulled lead.",1
179,women,"Jenny Neal, regional director of Grandmothers Advocacy Network for Saskatchewan and Manitoba, displays her orange scarf with sculpture Wind Landing Prairie, Thursday, November 24, 2016, to promote 16 days of orange to raise awareness of violence against women.",1
2183,disabled,""""" ""At my birth, it was a nightmarish city for disabled children"" "", he told me.""",1
4997,homeless,"Crooks said that she called on the sympathetic people for the homeless and the mentally ill, because it could happen to anyone.",1
882,poor-families,"""QUETTA : Pakistan Tehreek-e-Insaf ( PTI ) Balochistan President Yar Muhammad Rind has said that PTI will be victorious on July 25 . """" After the victory , education and health sectors will be given proper attention as we shall hand over pens to the children of poor families , """" said the PTI provincial president while addressing a corner meeting in Naseerabad on Monday .""",1
6360,homeless,Muslim YouTuber gives Christmas presents out to homeless people,1
1526,in-need,Bernie asks other owners of charm to follow his example and offer dresses to those who need it.,1
6332,disabled,""""""" We just could n't believe it was such a circus , """" Derewianchuk said of a previous zoning hearing last month . """" Who said just because you 're disabled you have to live in a dive ? Why ca n't they live in a nice home ?""",1
10424,women,""""""" I do n't believe in abortion , I think it is wicked . I would tell women to have their child and God will provide , """" said Julene .""",1
4359,refugee,""""""" She was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in Jamaica , """" Cochetel said .""",1
3138,refugee,"The spirit the Rwandese have shown to accommodate the people , almost a tribe in their tiny country with approximately 19 million people with meager resources just like any other third world country , without planning to ditch them in refugee camps , but offer them to live just like any other citizen should actually be emulated in the human race .",1
382,in-need,"""Dr. Lester Keith , doctor and professor of business administration , and others are checking with local transportation groups to see if they can bring those in need of a meal to the college for the 4 p.m. dinner . """" We will also be contacting local soup kitchens as a pickup location and will work with them to transport any leftovers to them so there is no wasted food , """" Dr. Keith said .""",1
7790,in-need,"""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1
6967,vulnerable,"""De Guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : """" Non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """"""",1
4090,women,""""""" Our team is elated to have been able to offer these two women comfort , a new perspective on life and a house . We are now working towards helping 100 more persons with housing from funds we will raise in our upcoming 5K Run/Walk event on May 13 , """" Mair said .""",1
993,homeless,"People across Australia ordered the delivery of pizzas on Saturday evening, with the big remains given to local homeless shelters.",1
1420,homeless,""""" ""Each year, I try to make someone help me give food to homeless"", ""he continued.""",1
8559,disabled,"Thankfully , while Krishna Tulasi ca n't entirely escape from the trope of disabled persons with hearts of gold , it manages to do better than many previous films with disabled protagonists .",1
8240,refugee,"What is the basis for the conflict in our nation ? Are we to end up like some of our neighboring countries forever at war , displaced with stagnant economies , tremendous psychological trauma , malnutrition , and rising death tolls ? Have you seen how our fellow African refugees are treated ?",1
1443,homeless,"The photo of a Hyderabad traffic policeman feeding an elderly homeless woman has gone viral , earning him accolades from social media users and from the Home Minister of the state .",1
8600,in-need,"British Columbia The Minister of Housing, Selina Robinson, said that the project represents hope for many women and families in need.",1
8053,poor-families,"Not only will many poor families have less money to devote to housing - afterwards, say, to be launched from AHCCCs and to have to pay for their own medical invoices - but there are concerns about the reductions in low -income housing tax credit, which is currently one of the largest incentives that states must make the developers build the affordable housing they therefore need.",1
2053,homeless,"""The Phone Booth and Minority Report actor is a patron of the Irish Homeless Street Leagues - in his own words """" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives """" - so his views on the issue of homelessness are just as valid as any expert or politician .""",1
5092,in-need,""""" ""Because our democracies are inclusive, we are able to welcome people and refugees in the need of our country and from nowhere where we saw this compassion more obvious than here in Greece,"" he told the hill of Acropolis in Athens. """"",1
7217,in-need,""""" ""It's huge, it's humiliating,"" said Whitehead with a break. """" Just for him to use these words, and I think you need a good person.",1
600,poor-families,He also gave out food to poor families selected by the local social development office .,1
6027,homeless,"As a member of Care of Hope, Barnett regularly provides food for street people. However, she does not bother me to cook to feed the homeless and the needy she said, because it is essentially something that is already in her alley.",1
5914,immigrant,"But the concept is that Rwanda 's remorse , humane , policy and culture of helping the immigrants/slaves to be , thousands of miles away in the continent should make EAC feel that the 30,000 people ( creation of God ) is the bloc 's baby now to nurture , educate , cloth and house just like any other citizen in the community .",1
5806,poor-families,"Addressing Africa Review, he also stressed that the majority of these children come from very poor families without permanent level of income, because most of their parents are occasional workers who earn peanuts.",1
4679,poor-families,"The brother Trudel knew how to manipulate his victims . These children who came from poor families , destitute and often violent wanted only to be loved . Trudel took the opportunity to spoil them by offering them alcohol and cigarettes , even if they did not have the legal age .",1
2662,disabled,""""""" We are encouraging all investors seeking to start projects in Lamu to consider women and the disabled because at the end of the day , we are seeking to have an all-inclusive society , """" said Mrs Obbo.""",1
9084,poor-families,""""" ""Everyone makes a mistake, no one is perfect. The execution is very bad, nobody likes it. We are very sorry for these poor families.""",1
2929,disabled,A little bit of funding opened up a world of fun for disabled children at Mabel Pritchard School in Oxford,1
1354,poor-families,"She was right : Food stamps ca n't be used to buy diapers . Mothers can not get diapers from a major federal source of support for poor families , the Women Infants and Children Program , either . There was nowhere for Angie to turn . The impracticality of cloth diapers became obvious : She did n't have a washer , and her local laundry would n't allow her to wash diapers in their machines .",1
4815,hopeless,"The BBC is an invaluable , incomparable national asset . Since 1922 , the public service broadcaster has saved lives , liberated minds , sustained the hopeless and provided fantastic entertainment . In Uganda , my birthplace , we listened to BBC bulletins as faithfully and often as we prayed to God .",1
